Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Publisher,Date Published,Year Published,Genre,Summary,Number of Pages,Language,ISBN,Physical Location,Google VolumeID
El arte de la guerra,,,,Sun Tzu,"Tzu, Sun",Ediciones Martínez Roca,1999/09/01,1999.0,Business & Economics,"El arte de la guerra es un tratado sobre el conflicto, la competición y el poder a todos los niveles, del interpersonal al internacional. Con su estilo conciso y la agudeza de sus observaciones, Sun Tzu resume la sabiduría de los grandes guerreros:«Vencer sin luchar es lo mejor», «No permitas que tus enemigos se unan», «El ejército vencedor es aquel en que todos están animados por el mismo espíritu», «Mandar a muchas personas es como mandar a unas pocas. Es cuestión de organización»...Releído y estudiado por líderes militares desde la antigüedad hasta nuestros días, pero también por políticos y ejecutivos actuales, su aplicación empresarial lo ha convertido en el más moderno de los clásicos chinos.",184.0,español,9788427024991.0,Estantería 1.6,1pWZbwAACAAJ
El barón rampante,,.,29.0,Italo Calvino,"Calvino, Italo",El Pais,,,,,275.0,español,9788489669499.0,Estantería 1.6,aC2zAAAACAAJ
El corazón de las tinieblas,,.,13.0,Joseph Conrad,"Conrad, Joseph",El Pais,,,,,172.0,español,9788489669338.0,Estantería 1.6,c1nTQwAACAAJ
El extranjero,,.,25.0,Albert Camus,"Camus, Albert",El Pais,,,Philosophical Novels,,142.0,español,9788489669451.0,Estantería 1.6,A0_2AAAACAAJ
El halcón maltés,,.,31.0,Dashiell Hammett,"Hammett, Dashiell",El Pais,,,"Fiction, mystery & detective, general",,303.0,español,9788489669512.0,Estantería 1.6,ezwJPwAACAAJ
El largo adiós,,.,35.0,Raymond Chandler,"Chandler, Raymond",El Pais,,,,,511.0,español,9788489669550.0,Estantería 1.6,yiyqPAAACAAJ
El lobo estepario,,.,16.0,Hermann Hesse,"Hesse, Hermann",Pais,,,Fiction,,270.0,español,9788489669369.0,Estantería 1.6,CffEAAAACAAJ
El maestro y Margarita,,.,30.0,Mikhail Bulgakov,"Bulgakov, Mikhail",El Pais,,,satire,,488.0,español,9788489669505.0,Estantería 1.6,nwKPPwAACAAJ
El poder y la gloria,,.,12.0,Graham Greene,"Greene, Graham",El Pais,,,,,330.0,español,9788489669321.0,Estantería 1.6,fLgiPQAACAAJ
El ruido y la furia,,.,18.0,William Faulkner,"Faulkner, William",El Pais,,,American Manuscripts,,361.0,español,9788489669383.0,Estantería 1.6,JNNoPQAACAAJ
El siglo de las luces,,.,5.0,Alejo Carpentier,"Carpentier, Alejo","El Pais, S.A., Ediciones",,,Fiction,,464.0,español,9788489669253.0,Estantería 1.6,zPq9oAEACAAJ
El tablero de la reina,,,,Luis Zueco,"Zueco, Luis",Ediciones B,,,Fiction,"PARA CONQUISTAR LA CORONA , HAY QUE CAMBIAR LAS REGLAS DEL JUEGO. Año 1468. Castilla se encuentra en un momento crucial de su historia. Alfonso de Trastámara ha muerto en sospechosas circunstancias y Enrique IV se alza como rey obligando a su hermanastra Isabel, la única que podría oponerse a sus planes, a firmar la paz. Ella acepta, pues está destinada a convertirse en Isabel la Católica y sabe que las grandes partidas no se ganan en el primer movimiento.  Mientras los asuntos de la Corte tienen al reino en vilo, el misterioso asesinato de un noble une fortuitamente a Gadea, una joven apasionada del ajedrez que esconde un oscuro pasado, y a Ruy, un cronista amante de la Historia y los libros. La peligrosa carrera contrarreloj de ambos para descubrir al culpable se entrelaza con las conspiraciones y las guerras de la Corte de Isabel, quien durante su mandato supo moverse como una maestra en el tablero y transformó para siempre la figura de la reina en el ajedrez.  Luis Zueco firma su novela más ambiciosa, llena de emoción e intriga, y nos sumerge en la Corte de Isabel I de Castilla, cuando la figura de la reina, tanto en el juego como en la Historia, se convirtió por primera vez en la más poderosa.  ENGLISH DESCRIPTION  TO CONQUER THE CROWN, YOU MUST CHANGE THE RULES OF THE GAME.  The year: 1468. It is a pivotal moment in the history of Castille. Alfonso of Trastámara has died under suspicious circumstances and Henry IV rises as king, forcing his stepsister Isabella--the only one who could oppose his plans--to make peace. She accepts, since she is destined to become Isabella the Catholic and knows that great matches are not won on the first move.  While court affairs keep the realm on edge, the mysterious murder of a nobleman fortuitously brings together Gadea--a young woman with a passion for chess harboring a dark past--and Ruy, a chronicler who loves books and history. Their dangerous race against the clock to find the culprit intersects with the conspiracies and wars within Isabella's court, a woman who knew how to move masterfully across the board during her rule, forever transforming the figure of the queen in chess.  Luis Zueco delivers his most ambitious novel yet. Full of intrigue and excitement, the author immerses us in the court of Isabella I of Castille at a time when the figure of the queen--as much in the game as in history--first became the most powerful of all.",623.0,español,9788466673587.0,Estantería 1.6,7TiTzwEACAAJ
El viejo y el mar,,.,40.0,Ernest Hemingway,"Hemingway, Ernest",El Pais,,,American Sea stories,,143.0,español,9788489669604.0,Estantería 1.6,ahkVPwAACAAJ
Historia universal de la infamia,,.,4.0,Jorge Luis Borges,"Borges, Jorge Luis",El País,,,,"Historias de infames: ladrones, rufianes, piratas, traidores. Aquí están, entre otros, el atroz Lazarus Morell, redentor de esclavos; el impostor Tom Castro, hijo apócrifo y tolerante; la aguerrida viuda Ching, hábil en el saqueo en altamar, y el incivil maestro de ceremonias Kotsuke no Suke, aciago funcionario. Les siguen ""Hombre de la esquina rosada"", uno de sus relatos más celebrados, y ""Etcetera"", un testimonio de sus incontables lecturas: ""A veces creo que los buenos lectores son cisnes aun más tenebrosos y singulares que los buenos autores""",142.0,español,9788489669246.0,Estantería 1.6,WKI-PQAACAAJ
Historias de cronopios y de famas,,.,22.0,Julio Cortázar,"Cortázar, Julio",Alfaguara,,,Folklore,"""The Instruction Manual,"" the first chapter, is an absurd assortment of tasks and items dissected in an instruction-manual format. ""Unusual Occupations,"" the second chapter, describes the obsessions and predilections of the narrator's family, including the lodging of a tiger-just one tiger- ""for the sole purpose of seeing the mechanism at work in all its complexity."" Finally, the ""Cronopios and Famas"" section delightfully characterizes, in the words of Carlos Fuentes, ""those enemies of pomposity, academic rigor mortis and cardboard celebrity-a band of literary Marx Brothers."" As the Saturday Review remarked: ""Each page of Cronopios and Famas sparkles with vivid satire that goes to the heart of human character and, in the best pieces, to the essence of the human condition.""--Goodreads.",154.0,español,9788489669420.0,Estantería 1.6,hbNIAgAACAAJ
Homo Faber,,.,33.0,Max Frisch,"Frisch, Max",El País,,,,,263.0,español,9788489669536.0,Estantería 1.6,8SO9AAAACAAJ
La esperanza,,.,23.0,André Malraux,"Malraux, André",El Pais,,,Fiction,,521.0,español,9788489669437.0,Estantería 1.6,hXYTNQAACAAJ
La familia de Pascual Duarte,,.,37.0,Camilo José Cela,"Cela, Camilo José",El Pais,,,,,318.0,español,9788489669574.0,Estantería 1.6,EQZ8PQAACAAJ
La fugitiva,,.,36.0,Marcel Proust,"Proust, Marcel",El Pais,,,Novela francesa,,361.0,español,9788489669567.0,Estantería 1.6,aq_dPAAACAAJ
La legión perdida,el sueño inmortal de Trajano,,,Santiago Posteguillo,"Posteguillo, Santiago",Planeta,,,Fiction,"En el año 53 a. C. el cónsul Craso cruzó el Éufrates para conquistar Oriente, pero su ejército fue destrozado en Carrhae. Una legión entera cayó prisionera de los partos. Nadie sabe a ciencia cierta qué pasó con aquella legión perdida. 150 años después, Trajano está a punto de volver a cruzar el Éufrates. Los partos esperan al otro lado. Las tropas del César dudan. Temen terminar como la legión perdida. Pero Trajano no tiene miedo y emprende la mayor campaña militar de Roma hacia la victoria o hacia el desastre. Intrigas, batallas, dos mujeres adolescentes, idiomas extraños, Roma, Partia, India, China, dos Césares y una emperatriz se entrecruzan en el mayor relato épico del mundo antiguo, La legión perdida, la novela con la que Santiago Posteguillo cierra su aclamada trilogía sobre Trajano. Hay emperadores que terminan un reinado, pero otros cabalgan directos a la leyenda. «Es la novela más completa y de la que más orgulloso estoy hasta la fecha.» «Va a resultar una novela tremendamente espectacular pues no solo veremos Roma, sino también Partia, la India y hasta China. Va a sorprender.» Santiago Posteguillo",1151.0,español,9788408151081.0,Estantería 1.6,b0RIjwEACAAJ
La metamorfosis y otros relatos,,.,7.0,Franz Kafka,"Kafka, Franz",El País,,,,"Franz Kafka es, sin duda, uno de los escritores clásicos de la literatura moderna. Su relación con la literatura transcurrió en un triple aislamiento: el geográfico, por la ciudad en la que vivió; el de la lengua, la alemana, estancada en Praga; y el de la marginación por su condición de judío. La difícil relación con su padre marcó, además, toda su vida. La presente selección de relatos coincide con el grupo que el mismo autor juzgó dignos de ser publicados.",159.0,español,9788489669277.0,Estantería 1.6,_tTDvAEACAAJ
La muerte en Venecia,,.,10.0,Thomas Mann,"Mann, Thomas",Pais,,,,,143.0,español,9788489669307.0,Estantería 1.6,WBCcAAAACAAJ
La náusea,,.,27.0,Jean-Paul Sartre,"Sartre, Jean-Paul",El Pais,,,,,271.0,español,9788489669475.0,Estantería 1.6,oNlCAgAACAAJ
La Rebelión de las masas,,.,11.0,José Ortega y Gasset,"Gasset, José Ortega y",El País,,,Civilization,,330.0,español,9788489669314.0,Estantería 1.6,wp_6PQAACAAJ
La romana,,.,9.0,Alberto Moravia,"Moravia, Alberto",El Pais,,,,,525.0,español,9788489669291.0,Estantería 1.6,BN-APQAACAAJ
Las uvas de la ira,,.,26.0,John Steinbeck,"Steinbeck, John",El País,,,,,651.0,español,9788489669468.0,Estantería 1.6,89_QQgAACAAJ
Lolita,,.,39.0,Vladimir Nabokov,"Nabokov, Vladimir",El Pais,,,,,413.0,español,9788489669598.0,Estantería 1.6,DuyBPwAACAAJ
Los asesinos del emperador,"el ascenso de Trajano, el primer emperador hispano de la historia",,,Santiago Posteguillo,"Posteguillo, Santiago",Planeta,,2011.0,Fiction,"En la tempestuosa Roma del siglo I d.C. los atemorizados ciudadanos intentan sobrevivir al reinado de Domiciano, un emperador dispuesto siempre a condenar a muerte a cualquiera que pudiera hacerle sombra. En este ambiente turbulento se fragua una conspiración para asesinarlo. La conjura es complicada de trazar y muy peligrosa para todos los implicados, entre los que se encuentran Trajano y Domicia, la emperatriz, pieza clave en esta conspiración. Las mayores dificultades estriban en burlar la guardia pretoriana. Pero un grupo de gladiadores sin nada que perder, serán los encargados de encontrar la fisura. Trajano, primer emperador hispano de la Historia, es conocido sobre todo por conducir al Imperio romano a su máxima extensión. Lo que no se suele conocer tanto es su heroicidad más valiosa: la capacidad de Trajano para sobrevivir al reinado de Tito Flavio Domiciano",1185.0,español,9788408103257.0,Estantería 1.6,B6gJf39ZgwIC
Los viejos marineros,,.,38.0,Jorge Amado,"Amado, Jorge",El Pais,,,,,334.0,español,9788489669581.0,Estantería 1.6,YWOTPwAACAAJ
Maldita Roma,la conquista del poder de Julio César,,,Santiago Posteguillo,"Posteguillo, Santiago",Ediciones B,,,Fiction,"VIVE LA SAGA MÁS APASIONANTE DE LA HISTORIA.  CONTINÚA EL FENÓMENO DE ROMA SOY YO, LA NOVELA MÁS VENDIDA DE 2022.  Ningún escritor podría imaginar una vida como la de Julio César. Sólo Santiago Posteguillo puede escribirla.  VUELVE EL AUTOR QUE NOS HACE VIVIR LA HISTORIA.  «Posteguillo aporta ritmo y rigurosidad al mito de Julio César». -El País  «El gran escritor español de novela histórica aborda al más genial de los hombres». -El Mundo  Más de 300.000 ejemplares vendidos de Roma soy yo en España. Más de 4.500.000 ejemplares vendidos de la obra de Santiago Posteguillo.  Tras el enorme éxito de Roma soy yo, la novela más vendida en España en 2022, Santiago Posteguillo retoma su gran proyecto literario, narrar la vida de Julio César, en la esperadísima segunda entrega de su saga dedicada al gran personaje de la Roma clásica.  ENGLISH DESCRIPTION  EXPERIENCE THE MOST THRILLING SAGA IN HISTORY.  THE SEQUEL TO ROMA SOY YO [I AM ROME], THE BEST-SELLING NOVEL OF 2022.  No one could make up a life like the one lived by Julius Caesar. Only Santiago Posteguillo could write it.  THE LATEST RELEASE BY THE AUTHOR WHO ALLOWS US TO EXPERIENCE HISTORY.  ""Posteguillo brings lyricism and accuracy to the myth of Julius Caesar."" -El País  ""Spain's great historical novelist profiles one of history's most brilliant men."" -El Mundo  More than 300,000 copies of I Am Rome sold in Spain. More than 4,500,000 copies of Santiago Posteguillo's works sold.  Following the runaway success of I Am Rome, Spain's best-selling novel in 2022, Santiago Posteguillo continues his grand literary project with this account of the life of Julius Caesar, the eagerly awaited second installment in his saga of Ancient Rome's greatest personage.",896.0,español,9788466676564.0,Estantería 1.6,dfYo0AEACAAJ
Marinero en tierra,,.,28.0,Rafael Alberti,"Alberti, Rafael",El Pais,,,,,159.0,español,9788489669482.0,Estantería 1.6,q3dMAAAACAAJ
Memorias de África,,.,24.0,Karen Blixen,"Blixen, Karen",El Pais,,,,,414.0,español,9788489669444.0,Estantería 1.6,MmudPQAACAAJ
Niebla,,.,15.0,Miguel de Unamuno,"Unamuno, Miguel de",El Pais,,,Spanish language,,298.0,español,9788489669352.0,Estantería 1.6,SdtjAAAACAAJ
Opiniones de un payaso,,.,6.0,Heinrich Böll,"Böll, Heinrich",Pais,,,,,286.0,español,9788489669260.0,Estantería 1.6,xIcmAAAACAAJ
Orlando,,.,8.0,Virginia Woolf,"Woolf, Virginia",El País,,,,,299.0,español,9788489669284.0,Estantería 1.6,ZIs8PgAACAAJ
Pedro Páramo,El llano en llamas,.,32.0,Juan Rulfo,"Rulfo, Juan",Diario EL Pais,,,,,269.0,español,9788489669529.0,Estantería 1.6,TKAyuAAACAAJ
